,weight,height,label,predict
873,0.68,0.71,fat,fat
874,0.6,0.72,fat,fat
875,0.6,0.915,thin,thin
876,0.56,0.765,normal,normal
877,0.42,0.835,thin,thin
878,0.77,0.745,fat,fat
879,0.78,0.625,fat,fat
880,0.67,0.63,fat,fat
881,0.74,0.855,fat,fat
882,0.37,0.92,thin,thin
883,0.57,0.865,normal,normal
884,0.71,0.755,fat,fat
885,0.48,0.775,normal,normal
886,0.71,0.665,fat,fat
887,0.75,0.905,normal,normal
888,0.54,0.69,fat,fat
889,0.47,0.685,fat,fat
890,0.65,0.875,normal,normal
891,0.76,0.685,fat,fat
892,0.69,0.845,normal,normal
893,0.36,0.88,thin,thin
894,0.39,0.88,thin,thin
895,0.73,0.83,fat,fat
896,0.6,0.825,normal,normal
897,0.37,0.71,thin,normal
898,0.37,0.655,normal,normal
899,0.36,0.685,normal,normal
900,0.7,0.8,fat,fat
901,0.44,0.64,fat,fat
902,0.7,0.62,fat,fat
903,0.51,0.995,thin,thin
904,0.44,0.85,thin,thin
905,0.54,0.65,fat,fat
906,0.48,0.665,fat,fat
907,0.66,0.69,fat,fat
908,0.43,0.81,thin,thin
909,0.39,0.9,thin,thin
910,0.65,0.83,normal,normal
911,0.61,0.635,fat,fat
912,0.59,0.935,thin,thin
913,0.5,0.95,thin,thin
914,0.58,0.675,fat,fat
915,0.53,0.92,thin,thin
916,0.45,0.75,normal,normal
917,0.5,0.765,normal,normal
918,0.52,0.78,normal,normal
919,0.72,0.88,normal,normal
920,0.43,0.83,thin,thin
921,0.37,0.795,thin,thin
922,0.46,0.95,thin,thin
923,0.5,0.705,fat,fat
924,0.64,0.69,fat,fat
925,0.56,0.97,thin,thin
926,0.69,0.655,fat,fat
927,0.68,0.835,normal,normal
928,0.36,0.71,thin,thin
929,0.44,0.9,thin,thin
930,0.53,0.745,normal,normal
931,0.59,0.605,fat,fat
932,0.59,0.76,fat,fat
933,0.79,0.98,normal,normal
934,0.77,0.78,fat,fat
935,0.59,0.84,normal,normal
936,0.38,0.74,thin,thin
937,0.46,0.665,fat,fat
938,0.46,0.74,normal,normal
939,0.58,0.67,fat,fat
940,0.52,0.605,fat,fat
941,0.76,0.69,fat,fat
942,0.72,1.0,thin,thin
943,0.72,0.68,fat,fat
944,0.79,0.845,fat,fat
945,0.45,0.68,normal,normal
946,0.53,0.625,fat,fat
947,0.71,0.905,normal,normal
948,0.63,0.73,fat,fat
949,0.6,0.96,thin,thin
950,0.53,0.925,thin,thin
951,0.39,0.665,normal,normal
952,0.53,0.86,thin,thin
953,0.51,0.83,normal,thin
954,0.37,0.875,thin,thin
955,0.5,0.82,normal,thin
956,0.37,0.795,thin,thin
957,0.46,0.84,thin,thin
958,0.42,0.78,thin,thin
959,0.48,0.665,fat,fat
960,0.42,0.8,thin,thin
961,0.78,0.725,fat,fat
962,0.74,0.975,normal,normal
963,0.73,0.62,fat,fat
964,0.62,0.705,fat,fat
965,0.75,0.9,normal,normal
966,0.71,0.655,fat,fat
967,0.71,0.635,fat,fat
968,0.7,0.7,fat,fat
969,0.55,0.675,fat,fat
970,0.61,0.915,thin,thin
971,0.37,0.685,normal,normal
972,0.51,0.71,fat,fat
973,0.58,0.81,normal,normal
974,0.49,0.87,thin,thin
975,0.35,0.89,thin,thin
976,0.6,0.61,fat,fat
977,0.69,0.77,fat,fat
978,0.59,0.81,normal,normal
979,0.58,0.645,fat,fat
980,0.74,0.97,normal,normal
981,0.42,0.99,thin,thin
982,0.49,0.845,thin,thin
983,0.76,0.63,fat,fat
984,0.36,0.745,thin,thin
985,0.37,1.0,thin,thin
986,0.57,0.9,thin,thin
987,0.41,0.685,normal,normal
988,0.74,0.775,fat,fat
989,0.71,0.975,normal,normal
990,0.54,0.715,fat,fat
991,0.73,0.615,fat,fat
992,0.71,0.62,fat,fat
993,0.38,0.91,thin,thin
994,0.68,0.91,normal,normal
995,0.63,0.77,fat,fat
996,0.52,0.6,fat,fat
997,0.51,0.675,fat,fat
998,0.78,0.8,fat,fat
999,0.73,0.665,fat,fat
1000,0.55,0.605,fat,fat
1001,0.69,0.905,normal,normal
1002,0.77,0.865,fat,fat
1003,0.54,0.975,thin,thin
1004,0.54,0.63,fat,fat
1005,0.63,0.64,fat,fat
1006,0.54,0.625,fat,fat
1007,0.35,0.855,thin,thin
1008,0.36,0.975,thin,thin
1009,0.49,0.62,fat,fat
1010,0.64,0.865,normal,normal
1011,0.36,0.755,thin,thin
1012,0.62,0.61,fat,fat
1013,0.73,0.98,normal,normal
1014,0.58,0.89,thin,thin
1015,0.48,0.93,thin,thin
1016,0.42,0.625,fat,fat
1017,0.36,0.975,thin,thin
1018,0.63,0.91,normal,normal
1019,0.68,0.745,fat,fat
1020,0.49,0.795,normal,normal
1021,0.7,0.78,fat,fat
1022,0.54,0.625,fat,fat
1023,0.63,0.945,thin,thin
1024,0.59,0.945,thin,thin
1025,0.61,0.98,thin,thin
1026,0.69,0.925,normal,normal
1027,0.4,0.73,normal,normal
1028,0.38,0.605,fat,fat
1029,0.52,0.95,thin,thin
1030,0.49,0.92,thin,thin
1031,0.46,0.67,fat,fat
1032,0.78,0.805,fat,fat
1033,0.48,0.655,fat,fat
1034,0.42,0.71,normal,normal
1035,0.65,0.72,fat,fat
1036,0.47,0.79,normal,normal
1037,0.71,0.675,fat,fat
1038,0.47,0.63,fat,fat
1039,0.35,0.835,thin,thin
1040,0.73,0.93,normal,normal
1041,0.72,0.95,normal,normal
1042,0.78,0.915,normal,normal
1043,0.71,0.89,normal,normal
1044,0.57,0.645,fat,fat
1045,0.39,0.645,normal,normal
1046,0.78,0.77,fat,fat
1047,0.39,0.895,thin,thin
1048,0.79,0.96,normal,normal
1049,0.37,0.74,thin,thin
1050,0.67,0.84,normal,normal
1051,0.8,0.65,fat,fat
1052,0.37,0.75,thin,thin
1053,0.46,0.81,thin,thin
1054,0.78,0.97,normal,normal
1055,0.52,0.925,thin,thin
1056,0.68,0.755,fat,fat
1057,0.42,0.735,normal,normal
1058,0.39,0.725,normal,normal
1059,0.36,0.99,thin,thin
1060,0.57,0.91,thin,thin
1061,0.38,0.655,normal,normal
1062,0.48,0.795,normal,normal
1063,0.58,0.855,normal,normal
1064,0.66,0.835,normal,normal
1065,0.44,0.885,thin,thin
1066,0.41,0.745,thin,normal
1067,0.72,0.615,fat,fat
1068,0.43,0.905,thin,thin
1069,0.56,0.705,fat,fat
1070,0.62,0.675,fat,fat
1071,0.58,0.985,thin,thin
1072,0.78,0.695,fat,fat
1073,0.4,0.725,normal,normal
1074,0.38,0.745,thin,thin
1075,0.59,0.775,normal,normal
1076,0.8,0.725,fat,fat
1077,0.38,0.955,thin,thin
1078,0.36,0.615,normal,normal
1079,0.37,0.925,thin,thin
1080,0.66,0.885,normal,normal
1081,0.8,0.925,normal,normal
1082,0.36,0.62,normal,normal
1083,0.66,0.94,normal,normal
1084,0.45,0.66,fat,fat
1085,0.66,0.91,normal,normal
1086,0.66,0.72,fat,fat
1087,0.44,0.935,thin,thin
1088,0.72,0.97,normal,normal
1089,0.77,0.88,normal,normal
1090,0.8,0.86,fat,fat
1091,0.6,0.925,thin,thin
1092,0.5,0.905,thin,thin
1093,0.35,0.79,thin,thin
1094,0.66,0.85,normal,normal
1095,0.44,0.63,fat,fat
1096,0.49,0.91,thin,thin
1097,0.38,0.735,thin,thin
1098,0.57,0.815,normal,normal
1099,0.67,0.745,fat,fat
1100,0.39,0.945,thin,thin
1101,0.55,0.9,thin,thin
1102,0.75,0.86,fat,fat
1103,0.61,1.0,thin,thin
1104,0.37,0.855,thin,thin
1105,0.76,0.89,normal,normal
1106,0.67,1.0,thin,thin
1107,0.73,0.72,fat,fat
1108,0.58,0.91,thin,thin
1109,0.69,0.725,fat,fat
1110,0.43,0.64,fat,fat
1111,0.54,0.95,thin,thin
1112,0.4,0.605,fat,fat
1113,0.54,0.885,thin,thin
1114,0.75,0.605,fat,fat
1115,0.72,0.895,normal,normal
1116,0.74,0.92,normal,normal
1117,0.61,0.765,fat,fat
1118,0.79,0.765,fat,fat
1119,0.71,0.755,fat,fat
1120,0.45,0.6,fat,fat
1121,0.39,0.765,thin,thin
1122,0.55,0.775,normal,normal
1123,0.47,0.9,thin,thin
1124,0.65,0.895,normal,normal
1125,0.56,0.725,fat,fat
1126,0.6,0.615,fat,fat
1127,0.67,0.775,fat,fat
1128,0.68,0.745,fat,fat
1129,0.73,0.94,normal,normal
1130,0.53,0.735,normal,normal
1131,0.54,0.86,thin,thin
1132,0.75,0.625,fat,fat
1133,0.52,0.84,thin,thin
1134,0.73,0.75,fat,fat
1135,0.42,0.925,thin,thin
1136,0.52,0.845,thin,thin
1137,0.63,0.8,normal,normal
1138,0.79,0.655,fat,fat
1139,0.58,0.925,thin,thin
1140,0.73,0.835,fat,fat
1141,0.68,0.82,fat,fat
1142,0.43,0.97,thin,thin
1143,0.45,0.865,thin,thin
1144,0.47,0.945,thin,thin
1145,0.45,0.865,thin,thin
1146,0.58,0.815,normal,normal
1147,0.57,0.79,normal,normal
1148,0.7,0.895,normal,normal
1149,0.54,0.99,thin,thin
1150,0.55,0.97,thin,thin
1151,0.75,0.95,normal,normal
1152,0.35,0.715,thin,thin
1153,0.69,0.695,fat,fat
1154,0.53,0.925,thin,thin
1155,0.45,0.97,thin,thin
1156,0.61,1.0,thin,thin
1157,0.72,0.775,fat,fat
1158,0.58,0.74,fat,fat
1159,0.71,0.7,fat,fat
1160,0.72,0.67,fat,fat
1161,0.8,0.875,fat,fat
1162,0.74,0.995,normal,normal
1163,0.79,0.97,normal,normal
1164,0.56,0.775,normal,normal
1165,0.8,0.83,fat,fat
1166,0.71,0.955,normal,normal
1167,0.61,0.85,normal,normal
1168,0.73,0.895,normal,normal
1169,0.48,0.79,normal,normal
1170,0.52,0.89,thin,thin
1171,0.58,0.605,fat,fat
1172,0.4,0.805,thin,thin
1173,0.36,0.85,thin,thin
1174,0.61,0.71,fat,fat
1175,0.77,0.61,fat,fat
1176,0.54,0.985,thin,thin
1177,0.55,0.68,fat,fat
1178,0.68,0.955,normal,normal
1179,0.4,0.885,thin,thin
1180,0.45,0.66,fat,fat
1181,0.45,0.75,normal,normal
1182,0.6,0.655,fat,fat
1183,0.39,0.845,thin,thin
1184,0.71,0.8,fat,fat
1185,0.61,0.92,thin,thin
1186,0.5,0.87,thin,thin
1187,0.66,0.8,fat,fat
1188,0.36,0.87,thin,thin
1189,0.44,0.79,thin,thin
1190,0.68,0.61,fat,fat
1191,0.54,0.835,normal,normal
1192,0.52,0.66,fat,fat
1193,0.42,0.76,thin,thin
1194,0.78,0.905,normal,normal
1195,0.47,0.67,fat,fat
1196,0.4,0.71,normal,normal
1197,0.56,0.905,thin,thin
1198,0.53,0.765,normal,normal
1199,0.63,0.82,normal,normal
1200,0.45,0.85,thin,thin
1201,0.73,0.655,fat,fat
1202,0.71,0.77,fat,fat
1203,0.8,0.695,fat,fat
1204,0.75,0.695,fat,fat
1205,0.42,0.94,thin,thin
1206,0.53,0.835,normal,normal
1207,0.68,0.695,fat,fat
1208,0.58,0.775,normal,normal
1209,0.55,0.7,fat,fat
1210,0.51,0.71,fat,fat
1211,0.46,0.75,normal,normal
1212,0.58,0.62,fat,fat
1213,0.46,0.615,fat,fat
1214,0.67,0.63,fat,fat
1215,0.6,0.735,fat,fat
1216,0.45,0.64,fat,fat
1217,0.42,0.76,thin,thin
1218,0.42,0.6,fat,fat
1219,0.52,0.965,thin,thin
1220,0.57,0.67,fat,fat
1221,0.57,0.73,fat,fat
1222,0.41,0.655,normal,normal
1223,0.64,0.625,fat,fat
1224,0.5,0.635,fat,fat
1225,0.39,0.85,thin,thin
1226,0.38,0.655,normal,normal
1227,0.64,0.835,normal,normal
1228,0.4,0.845,thin,thin
1229,0.62,0.74,fat,fat
1230,0.57,0.96,thin,thin
1231,0.66,0.92,normal,normal
1232,0.77,0.845,fat,fat
1233,0.51,0.865,thin,thin
1234,0.35,0.73,thin,thin
1235,0.5,0.99,thin,thin
1236,0.72,0.695,fat,fat
1237,0.35,0.795,thin,thin
1238,0.54,0.83,normal,normal
1239,0.47,0.93,thin,thin
1240,0.73,0.935,normal,normal
1241,0.44,0.67,normal,normal
1242,0.49,0.645,fat,fat
1243,0.59,0.61,fat,fat
1244,0.79,0.92,normal,normal
1245,0.61,0.75,fat,fat
1246,0.56,0.795,normal,normal
1247,0.8,0.665,fat,fat
1248,0.68,0.9,normal,normal
1249,0.47,0.925,thin,thin
1250,0.53,0.93,thin,thin
1251,0.76,1.0,normal,normal
1252,0.51,0.945,thin,thin
1253,0.74,0.99,normal,normal
1254,0.52,0.955,thin,thin
1255,0.49,0.635,fat,fat
1256,0.64,0.735,fat,fat
1257,0.7,0.765,fat,fat
1258,0.58,0.62,fat,fat
1259,0.72,0.67,fat,fat
1260,0.62,0.895,normal,normal
1261,0.45,0.81,thin,thin
1262,0.48,0.76,normal,normal
1263,0.35,0.97,thin,thin
1264,0.62,0.785,fat,fat
1265,0.77,0.88,normal,normal
1266,0.73,0.755,fat,fat
1267,0.73,0.89,normal,normal
1268,0.51,0.73,normal,normal
1269,0.77,0.675,fat,fat
1270,0.37,0.965,thin,thin
1271,0.77,0.75,fat,fat
1272,0.38,0.87,thin,thin
1273,0.64,0.97,thin,thin
1274,0.65,0.89,normal,normal
1275,0.8,0.73,fat,fat
1276,0.76,0.765,fat,fat
1277,0.4,0.725,normal,normal
1278,0.62,0.83,normal,normal
1279,0.75,0.69,fat,fat
1280,0.57,0.95,thin,thin
1281,0.68,0.775,fat,fat
1282,0.74,0.695,fat,fat
1283,0.73,0.935,normal,normal
1284,0.37,0.94,thin,thin
1285,0.38,0.735,thin,thin
1286,0.52,0.8,normal,normal
1287,0.42,0.735,normal,normal
1288,0.35,0.775,thin,thin
1289,0.38,0.73,thin,thin
1290,0.47,0.72,normal,normal
1291,0.39,0.67,normal,normal
1292,0.77,0.88,normal,normal
1293,0.45,0.88,thin,thin
1294,0.35,0.905,thin,thin
1295,0.49,0.75,normal,normal
1296,0.46,0.88,thin,thin
1297,0.73,0.84,fat,fat
1298,0.41,0.6,fat,fat
1299,0.35,0.85,thin,thin
1300,0.73,0.835,fat,fat
1301,0.62,0.79,normal,normal
1302,0.57,0.875,normal,normal
1303,0.77,0.715,fat,fat
1304,0.71,0.825,fat,fat
1305,0.52,0.655,fat,fat
1306,0.69,0.875,normal,normal
1307,0.62,0.825,normal,normal
1308,0.51,0.665,fat,fat
1309,0.4,0.89,thin,thin
1310,0.48,0.82,thin,thin
1311,0.71,0.835,fat,fat
1312,0.47,0.83,thin,thin
1313,0.56,0.685,fat,fat
1314,0.35,0.88,thin,thin
1315,0.5,0.695,fat,fat
1316,0.47,0.6,fat,fat
1317,0.74,0.755,fat,fat
1318,0.59,0.64,fat,fat
1319,0.51,0.81,normal,normal
1320,0.68,0.735,fat,fat
1321,0.53,0.94,thin,thin
1322,0.5,0.945,thin,thin
1323,0.4,0.87,thin,thin
1324,0.36,0.89,thin,thin
1325,0.54,0.685,fat,fat
1326,0.58,0.66,fat,fat
1327,0.76,0.605,fat,fat
1328,0.73,0.7,fat,fat
1329,0.52,0.71,fat,fat
1330,0.45,0.695,normal,normal
1331,0.6,0.645,fat,fat
1332,0.57,0.755,normal,normal
1333,0.53,0.87,thin,thin
1334,0.65,0.985,thin,thin
1335,0.65,0.995,thin,thin
1336,0.44,0.93,thin,thin
1337,0.76,0.78,fat,fat
1338,0.44,0.63,fat,fat
1339,0.53,0.81,normal,normal
1340,0.5,0.96,thin,thin
1341,0.74,0.82,fat,fat
1342,0.56,0.88,thin,thin
1343,0.58,0.78,normal,normal
1344,0.59,0.715,fat,fat
1345,0.42,0.855,thin,thin
1346,0.69,0.735,fat,fat
1347,0.64,0.78,fat,fat
1348,0.44,0.925,thin,thin
1349,0.74,0.68,fat,fat
1350,0.46,0.945,thin,thin
1351,0.46,0.61,fat,fat
1352,0.45,0.75,normal,normal
1353,0.54,0.93,thin,thin
1354,0.71,0.64,fat,fat
1355,0.39,0.81,thin,thin
1356,0.51,0.615,fat,fat
1357,0.37,0.805,thin,thin
1358,0.6,0.725,fat,fat
1359,0.78,0.8,fat,fat
1360,0.7,0.735,fat,fat
1361,0.43,0.69,normal,normal
1362,0.77,0.995,normal,normal
1363,0.36,0.755,thin,thin
1364,0.39,0.95,thin,thin
1365,0.38,0.975,thin,thin
1366,0.59,0.97,thin,thin
1367,0.36,0.86,thin,thin
1368,0.58,0.905,thin,thin
1369,0.76,0.83,fat,fat
1370,0.6,0.8,normal,normal
1371,0.68,0.745,fat,fat
1372,0.5,0.805,normal,normal
1373,0.42,0.88,thin,thin
1374,0.37,0.905,thin,thin
1375,0.78,0.765,fat,fat
1376,0.51,0.665,fat,fat
1377,0.66,0.86,normal,normal
1378,0.35,0.92,thin,thin
1379,0.69,0.83,fat,normal
1380,0.5,0.69,fat,fat
1381,0.71,0.815,fat,fat
1382,0.42,0.715,normal,normal
1383,0.35,0.9,thin,thin
1384,0.73,0.71,fat,fat
1385,0.35,0.77,thin,thin
1386,0.63,0.715,fat,fat
1387,0.77,0.87,fat,fat
1388,0.72,0.94,normal,normal
1389,0.73,0.81,fat,fat
1390,0.38,0.785,thin,thin
1391,0.79,0.865,fat,fat
1392,0.38,0.635,normal,normal
1393,0.54,0.785,normal,normal
1394,0.62,0.97,thin,thin
1395,0.74,0.73,fat,fat
1396,0.74,0.67,fat,fat
1397,0.42,0.81,thin,thin
1398,0.67,0.645,fat,fat
1399,0.48,0.79,normal,normal
1400,0.57,0.66,fat,fat
1401,0.53,0.815,normal,normal
1402,0.7,0.885,normal,normal
1403,0.68,0.605,fat,fat
1404,0.57,0.975,thin,thin
1405,0.53,0.665,fat,fat
1406,0.53,0.74,normal,normal
1407,0.62,0.91,normal,normal
1408,0.75,0.645,fat,fat
1409,0.52,0.71,fat,fat
1410,0.4,0.675,normal,normal
1411,0.59,0.91,thin,thin
1412,0.43,0.78,thin,thin
1413,0.52,0.94,thin,thin
1414,0.38,0.795,thin,thin
1415,0.55,0.64,fat,fat
1416,0.36,0.645,normal,normal
1417,0.75,0.855,fat,fat
1418,0.78,0.625,fat,fat
1419,0.8,0.81,fat,fat
1420,0.49,0.925,thin,thin
1421,0.4,0.745,thin,thin
1422,0.52,0.655,fat,fat
1423,0.68,0.98,thin,thin
1424,0.4,0.72,normal,normal
1425,0.77,0.905,normal,normal
1426,0.55,0.655,fat,fat
1427,0.74,0.665,fat,fat
1428,0.54,0.92,thin,thin
1429,0.45,0.635,fat,fat
1430,0.64,0.845,normal,normal
1431,0.47,0.805,thin,thin
1432,0.43,0.695,normal,normal
1433,0.72,0.64,fat,fat
1434,0.78,0.885,normal,normal
1435,0.79,0.71,fat,fat
1436,0.67,0.84,normal,normal
1437,0.7,0.73,fat,fat
1438,0.37,0.98,thin,thin
1439,0.61,0.94,thin,thin
1440,0.46,0.87,thin,thin
1441,0.5,0.685,fat,fat
1442,0.45,0.625,fat,fat
1443,0.37,0.895,thin,thin
1444,0.63,0.685,fat,fat
1445,0.59,0.63,fat,fat
1446,0.62,0.99,thin,thin
1447,0.48,0.74,normal,normal
1448,0.51,0.935,thin,thin
1449,0.37,0.82,thin,thin
1450,0.73,0.785,fat,fat
1451,0.42,0.97,thin,thin
1452,0.5,0.74,normal,normal
1453,0.8,0.605,fat,fat
1454,0.51,0.745,normal,normal
1455,0.76,0.78,fat,fat
1456,0.73,0.65,fat,fat
1457,0.53,0.84,normal,normal
1458,0.45,0.615,fat,fat
1459,0.76,0.87,fat,normal
1460,0.55,0.65,fat,fat
1461,0.57,0.885,thin,thin
1462,0.37,0.65,normal,normal
1463,0.43,0.69,normal,normal
1464,0.41,0.775,thin,thin
1465,0.79,0.995,normal,normal
1466,0.54,0.77,normal,normal
1467,0.55,0.65,fat,fat
1468,0.72,0.97,normal,normal
1469,0.47,0.66,fat,fat
1470,0.64,0.85,normal,normal
1471,0.37,0.885,thin,thin
1472,0.76,0.66,fat,fat
1473,0.58,0.79,normal,normal
1474,0.48,0.685,fat,fat
1475,0.77,0.97,normal,normal
1476,0.68,0.725,fat,fat
1477,0.76,0.9,normal,normal
1478,0.78,0.925,normal,normal
1479,0.8,0.99,normal,normal
1480,0.76,0.76,fat,fat
1481,0.58,0.795,normal,normal
1482,0.68,0.83,normal,normal
1483,0.56,0.9,thin,thin
1484,0.77,0.945,normal,normal
1485,0.65,0.68,fat,fat
1486,0.5,0.795,normal,normal
1487,0.62,0.78,fat,fat
1488,0.41,0.895,thin,thin
1489,0.66,0.745,fat,fat
1490,0.54,0.7,fat,fat
1491,0.38,0.69,normal,normal
1492,0.65,0.945,thin,thin
1493,0.37,0.885,thin,thin
1494,0.4,0.73,normal,normal
1495,0.53,0.7,fat,fat
1496,0.53,0.76,normal,normal
1497,0.73,0.62,fat,fat
1498,0.61,0.605,fat,fat
1499,0.7,0.765,fat,fat
1500,0.66,0.66,fat,fat
1501,0.77,0.965,normal,normal
1502,0.54,0.795,normal,normal
1503,0.6,0.69,fat,fat
1504,0.4,0.965,thin,thin
1505,0.56,0.715,fat,fat
1506,0.36,0.835,thin,thin
1507,0.35,0.91,thin,thin
1508,0.37,0.98,thin,thin
1509,0.44,0.635,fat,fat
1510,0.36,0.89,thin,thin
1511,0.69,0.665,fat,fat
1512,0.66,0.655,fat,fat
1513,0.38,0.84,thin,thin
1514,0.35,0.845,thin,thin
1515,0.74,0.66,fat,fat
1516,0.72,0.895,normal,normal
1517,0.67,0.765,fat,fat
1518,0.6,0.955,thin,thin
1519,0.56,0.675,fat,fat
1520,0.49,0.75,normal,normal
1521,0.75,0.615,fat,fat
1522,0.47,0.885,thin,thin
1523,0.53,0.605,fat,fat
1524,0.71,0.79,fat,fat
1525,0.73,0.975,normal,normal
1526,0.46,0.825,thin,thin
1527,0.76,0.72,fat,fat
1528,0.77,0.615,fat,fat
1529,0.73,0.89,normal,normal
1530,0.59,0.735,fat,fat
1531,0.71,0.6,fat,fat
1532,0.49,0.99,thin,thin
1533,0.42,0.89,thin,thin
1534,0.36,0.67,normal,normal
1535,0.65,0.975,thin,thin
1536,0.72,0.96,normal,normal
1537,0.41,0.995,thin,thin
1538,0.38,0.745,thin,thin
1539,0.69,0.765,fat,fat
1540,0.37,0.8,thin,thin
1541,0.46,0.805,thin,thin
1542,0.71,0.695,fat,fat
1543,0.75,0.935,normal,normal
1544,0.6,0.895,normal,normal
1545,0.49,0.63,fat,fat
1546,0.46,0.915,thin,thin
1547,0.6,0.62,fat,fat
1548,0.4,0.955,thin,thin
1549,0.71,0.765,fat,fat
1550,0.57,0.91,thin,thin
1551,0.55,0.62,fat,fat
1552,0.35,0.78,thin,thin
1553,0.63,0.785,fat,fat
1554,0.63,0.805,normal,normal
1555,0.77,0.725,fat,fat
1556,0.5,0.945,thin,thin
1557,0.69,0.96,normal,normal
1558,0.51,0.7,fat,fat
1559,0.43,0.75,normal,normal
1560,0.5,0.77,normal,normal
1561,0.35,0.895,thin,thin
1562,0.67,0.69,fat,fat
1563,0.41,0.925,thin,thin
1564,0.47,0.985,thin,thin
1565,0.56,0.67,fat,fat
1566,0.77,0.94,normal,normal
1567,0.72,0.7,fat,fat
1568,0.68,0.875,normal,normal
1569,0.37,0.955,thin,thin
1570,0.59,0.735,fat,fat
1571,0.37,0.64,normal,normal
1572,0.52,0.76,normal,normal
1573,0.63,0.925,thin,normal
1574,0.37,0.96,thin,thin
1575,0.44,0.755,normal,normal
1576,0.58,0.605,fat,fat
1577,0.65,0.945,thin,thin
1578,0.55,0.62,fat,fat
1579,0.45,0.9,thin,thin
1580,0.56,0.925,thin,thin
1581,0.45,0.945,thin,thin
1582,0.74,0.89,normal,normal
1583,0.7,0.84,normal,normal
1584,0.48,0.98,thin,thin
1585,0.69,0.7,fat,fat
1586,0.7,0.75,fat,fat
1587,0.46,0.81,thin,thin
1588,0.48,0.74,normal,normal
1589,0.45,0.67,fat,fat
1590,0.52,0.72,fat,normal
1591,0.38,0.895,thin,thin
1592,0.78,0.765,fat,fat
1593,0.43,0.82,thin,thin
1594,0.47,0.995,thin,thin
1595,0.61,0.87,normal,normal
1596,0.79,0.735,fat,fat
1597,0.39,0.645,normal,normal
1598,0.61,0.62,fat,fat
1599,0.38,0.69,normal,normal
1600,0.6,0.975,thin,thin
1601,0.57,0.95,thin,thin
1602,0.47,0.975,thin,thin
1603,0.51,0.945,thin,thin
1604,0.69,0.79,fat,fat
1605,0.47,0.91,thin,thin
1606,0.5,0.67,fat,fat
1607,0.37,0.87,thin,thin
1608,0.47,0.755,normal,normal
1609,0.52,0.955,thin,thin
1610,0.44,0.645,fat,fat
1611,0.58,0.935,thin,thin
1612,0.52,0.63,fat,fat
1613,0.78,0.795,fat,fat
1614,0.67,0.925,normal,normal
1615,0.44,0.605,fat,fat
1616,0.67,0.815,fat,fat
1617,0.63,0.8,normal,normal
1618,0.45,0.69,normal,normal
1619,0.43,0.74,normal,normal
1620,0.65,0.745,fat,fat
1621,0.7,0.615,fat,fat
1622,0.39,0.775,thin,thin
1623,0.58,0.615,fat,fat
1624,0.68,0.76,fat,fat
1625,0.6,0.86,normal,normal
1626,0.73,0.83,fat,fat
1627,0.49,0.615,fat,fat
1628,0.71,0.79,fat,fat
1629,0.6,0.835,normal,normal
1630,0.73,0.705,fat,fat
1631,0.68,0.7,fat,fat
1632,0.36,0.86,thin,thin
1633,0.76,0.6,fat,fat
1634,0.36,0.94,thin,thin
1635,0.44,0.71,normal,normal
1636,0.5,0.66,fat,fat
1637,0.4,0.72,normal,normal
1638,0.75,0.805,fat,fat
1639,0.42,0.815,thin,thin
1640,0.54,0.66,fat,fat
1641,0.42,0.885,thin,thin
1642,0.5,0.65,fat,fat
1643,0.44,0.875,thin,thin
1644,0.36,0.7,thin,normal
1645,0.43,0.64,fat,fat
1646,0.62,0.945,thin,thin
1647,0.79,0.98,normal,normal
1648,0.69,0.895,normal,normal
1649,0.78,0.765,fat,fat
1650,0.68,0.89,normal,normal
1651,0.73,0.805,fat,fat
1652,0.68,0.98,thin,thin
1653,0.49,0.96,thin,thin
1654,0.8,0.95,normal,normal
1655,0.77,0.765,fat,fat
1656,0.48,0.745,normal,normal
1657,0.63,0.985,thin,thin
1658,0.59,0.8,normal,normal
1659,0.79,0.92,normal,normal
1660,0.41,0.81,thin,thin
1661,0.79,0.9,normal,normal
1662,0.7,0.865,normal,normal
1663,0.45,0.86,thin,thin
1664,0.47,0.635,fat,fat
1665,0.35,0.87,thin,thin
1666,0.48,0.73,normal,normal
1667,0.42,0.915,thin,thin
1668,0.5,0.64,fat,fat
1669,0.51,0.795,normal,normal
1670,0.39,0.97,thin,thin
1671,0.39,0.94,thin,thin
1672,0.47,0.78,normal,normal
1673,0.79,0.895,normal,normal
1674,0.57,0.81,normal,normal
1675,0.46,0.77,normal,normal
1676,0.44,0.68,normal,normal
1677,0.78,0.805,fat,fat
1678,0.7,0.975,thin,normal
1679,0.39,0.85,thin,thin
1680,0.39,0.85,thin,thin
1681,0.5,0.97,thin,thin
1682,0.57,0.73,fat,fat
1683,0.7,0.785,fat,fat
1684,0.63,0.73,fat,fat
1685,0.71,0.76,fat,fat
1686,0.61,0.86,normal,normal
1687,0.72,0.835,fat,fat
1688,0.4,0.97,thin,thin
1689,0.76,0.855,fat,fat
1690,0.44,0.945,thin,thin
1691,0.79,0.605,fat,fat
1692,0.45,0.99,thin,thin
1693,0.47,0.95,thin,thin
1694,0.42,0.84,thin,thin
1695,0.64,0.75,fat,fat
1696,0.45,0.77,normal,normal
1697,0.58,0.785,normal,normal
1698,0.56,0.745,fat,fat
1699,0.65,0.935,normal,normal
1700,0.76,0.805,fat,fat
1701,0.63,0.915,normal,normal
1702,0.49,0.805,normal,normal
